ID	Population	Site	Depth	Est_K	P1	P2	P3	P4	group	relatedness	mean_IBD_length.kb	N50_IBD_Length.kb	Mean_IBD_goodness	cluster	year	eff_k
PH0574-C	West_Cambodia	Pursat	78.78	2	0.64	0	0.36	0	Asia1	0.801542285119721	400.312162162162	815.863	0.965223463793956	HighSib	2011	1.85459940652819
PH0575-C	West_Cambodia	Pursat	6.42	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0576-C	West_Cambodia	Pursat	84.52	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0578-C	West_Cambodia	Pursat	23.11	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0579-C	West_Cambodia	Pursat	111.35	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0580-C	West_Cambodia	Pursat	20.69	3	0.6	0.31	0	0.09	Asia1	0.79701368855861	341.708688888889	881.446	0.79489587064532	HighSib	2011	2.154243860405
PH0582-C	West_Cambodia	Pursat	11.22	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0583-C	West_Cambodia	Pursat	12.98	2	0.44	0.54	0.01	0.01	Asia1	0.766095301486381	400.2915	770.811	0.88928926544384	HighSib	2011	2.06015657189946
PH0584-C	West_Cambodia	Pursat	74.18	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0676-C	West_Cambodia	Pursat	126.24	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0677-C	West_Cambodia	Pursat	55.68	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0678-C	West_Cambodia	Pursat	75.34	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0679-C	West_Cambodia	Pursat	14.53	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0680-C	West_Cambodia	Pursat	12.83	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0681-C	West_Cambodia	Pursat	13.11	3	0.75	0.05	0	0.2	Asia1	0.396263659716998	160.872287878788	672.873	0.150391087574526	Sib	2011	1.65289256198347
PH0682-C	West_Cambodia	Pursat	125.07	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0683-C	West_Cambodia	Pursat	95.78	2	0.69	0	0.31	0	Asia1	0.613422495437272	397.744652173913	707.893	0.942514785714695	Sib	2011	1.74764068507515
PH0684-C	West_Cambodia	Pursat	8.61	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0685-C	West_Cambodia	Pursat	36.98	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0686-C	West_Cambodia	Pursat	26.82	1	1	0	0	0	Asia1	NA	NA	NA	NA	HighSib	2011	1
PH0687-C	West_Cambodia	Pursat	120.73	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0689-C	West_Cambodia	Pursat	5.68	1	0.98	0.01	0.01	0.01	Asia1	NA	NA	NA	NA	NA	2011	1.04090767148954
PH0692-C	West_Cambodia	Pursat	15.78	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0694-C	West_Cambodia	Pursat	46.53	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0695-C	West_Cambodia	Pursat	14.81	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0696-C	West_Cambodia	Pursat	17	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0697-C	West_Cambodia	Pursat	14.18	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0698-C	West_Cambodia	Pursat	9.71	4	0.02	0.14	0.82	0.02	Asia1	0.301259512323091	NA	NA	NA	NA	2011	1.44341801385681
PH0700-C	West_Cambodia	Pursat	40.99	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0701-C	West_Cambodia	Pursat	24.63	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0702-C	West_Cambodia	Pursat	61.13	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0703-C	West_Cambodia	Pursat	18.39	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0704-C	West_Cambodia	Pursat	30.22	3	0.01	0.35	0.53	0.11	Asia1	0.786173747324264	358.220106557377	916.371	0.797415543959929	HighSib	2011	2.40615976900866
PH0706-C	West_Cambodia	Pursat	8.33	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0707-C	West_Cambodia	Pursat	30.01	2	0.52	0	0.48	0	Asia1	0.568573566640191	263.10512195122	569.085	0.920659578893724	Sib	2011	1.99680511182109
PH0708-C	West_Cambodia	Pursat	25.46	2	0.69	0	0	0.31	Asia1	0.919783317395858	592.733961538461	1068.964	0.969050742731389	HighSib	2011	1.74764068507515
PH0709-C	West_Cambodia	Pursat	41.96	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0712-C	West_Cambodia	Pursat	55.54	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0713-C	West_Cambodia	Pursat	42.95	2	0.56	0	0.44	0	Asia1	0.0386838924803294	NA	NA	NA	Unrelated	2011	1.97160883280757
PH0714-C	West_Cambodia	Pursat	9.11	4	0.66	0.29	0.03	0.02	Asia1	0.391443887925081	NA	NA	NA	NA	2011	1.91938579654511
PH0715-C	West_Cambodia	Pursat	67.02	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0716-C	West_Cambodia	Pursat	20.58	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0717-C	West_Cambodia	Pursat	29.32	2	0.32	0	0.68	0	Asia1	0.89343732532522	628.739521739131	1684.375	0.969608823951759	HighSib	2011	1.77053824362606
PH0718-C	West_Cambodia	Pursat	25.03	1	0.98	0.01	0.01	0.01	Asia1	NA	NA	NA	NA	NA	2011	1.04090767148954
PH0719-C	West_Cambodia	Pursat	85.63	1	1	0	0	0	Asia1	NA	NA	NA	NA	HighSib	2011	1
PH0722-C	West_Cambodia	Pursat	24.88	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0723-C	West_Cambodia	Pursat	48.8	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0724-C	West_Cambodia	Pursat	54.95	2	0.55	0	0.45	0	Asia1	0.0992167679018563	45.6847692307692	172.431	0.901649714199056	Unrelated	2011	1.98019801980198
PH0725-C	West_Cambodia	Pursat	9.98	2	0.75	0.24	0	0	Asia1	0.897039174545435	383.839896551724	2607.9	0.951010276148197	HighSib	2011	1.61264312207708
PH0726-Cx	West_Cambodia	Pursat	50.9	3	0.01	0.26	0.6	0.13	Asia1	0.37713759131015	94.0129957446809	274.642	0.259170372090012	Other	2011	2.24921277552856
PH0817-C	West_Cambodia	Pailin	72.44	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0818-C	West_Cambodia	Pailin	50.5	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0819-C	West_Cambodia	Pailin	62.34	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0820-C	West_Cambodia	Pailin	107.12	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0821-C	West_Cambodia	Pailin	45.35	2	0.92	0	0.08	0	Asia1	0.238147741193324	176.357307692308	648.751	0.754592083600655	Other	2011	1.17260787992495
PH0822-C	West_Cambodia	Pailin	41.12	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0823-C	West_Cambodia	Pailin	74.02	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0824-C	West_Cambodia	Pailin	94.38	2	0.5	0	0.5	0	Asia1	0.207413187375154	127.468227272727	401.126	0.91336514989477	Other	2011	2
PH0825-C	West_Cambodia	Pailin	27.17	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0826-C	West_Cambodia	Pailin	50.73	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0828-C	West_Cambodia	Pailin	56.3	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0829-C	West_Cambodia	Pailin	70.53	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0830-C	West_Cambodia	Pailin	26.77	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0831-C	West_Cambodia	Pailin	63.52	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0832-C	West_Cambodia	Pailin	43.77	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0833-C	West_Cambodia	Pailin	70.05	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0834-C	West_Cambodia	Pailin	36.24	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0835-C	West_Cambodia	Pailin	96.68	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0836-C	West_Cambodia	Pailin	25.78	1	0.98	0.01	0.01	0.01	Asia1	NA	NA	NA	NA	NA	2011	1.04090767148954
PH0837-C	West_Cambodia	Pailin	37.03	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0838-C	West_Cambodia	Pailin	39.95	2	0.23	0	0.77	0	Asia1	0.901557166071786	462.95625	937.486	0.96043970468287	HighSib	2011	1.54846701765252
PH0839-C	West_Cambodia	Pailin	33.86	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0840-C	West_Cambodia	Pailin	44.35	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0841-C	West_Cambodia	Pailin	56.78	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0842-C	West_Cambodia	Pailin	60.83	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0843-C	West_Cambodia	Pailin	38.34	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0844-C	West_Cambodia	Pailin	43.27	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0845-C	West_Cambodia	Pailin	48.98	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0846-C	West_Cambodia	Pailin	25.51	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0847-C	West_Cambodia	Pailin	63.57	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0848-C	West_Cambodia	Pailin	37.8	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0849-C	West_Cambodia	Pailin	102.73	3	0	0.1	0.7	0.2	Asia1	0.363099921526991	188.321387755102	469.365	0.790639812135175	Sib	2011	1.85185185185185
PH0850-C	West_Cambodia	Pailin	28.52	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0851-C	West_Cambodia	Pailin	55.85	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0852-C	West_Cambodia	Pailin	73.17	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0853-C	West_Cambodia	Pailin	69.15	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0854-C	West_Cambodia	Pailin	27.79	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0855-C	West_Cambodia	Pailin	43.31	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0856-C	West_Cambodia	Pailin	21.53	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0858-C	West_Cambodia	Pailin	37.07	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0860-Cx	West_Cambodia	Pursat	19.12	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0862-Cx	West_Cambodia	Pursat	6.45	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0863-Cx	West_Cambodia	Pursat	11.74	2	0.71	0	0	0.29	Asia1	0.774948509194745	439.238103448276	992.381	0.872744778162892	HighSib	2012	1.70010200612037
PH0886-C	West_Cambodia	Pailin	45.77	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0887-C	West_Cambodia	Pailin	85.99	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0888-C	West_Cambodia	Pailin	22.51	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0889-C	West_Cambodia	Pailin	43.75	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0890-C	West_Cambodia	Pailin	58.5	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0891-Cx	West_Cambodia	Pailin	181.16	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1
PH0892-C	West_Cambodia	Pailin	47.28	3	0.6	0	0.14	0.26	Asia1	0.461321461725224	182.300675862069	504.781	0.670391076470668	Sib	2011	2.23613595706619
PH0894-C	West_Cambodia	Pailin	128.49	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0895-C	West_Cambodia	Pailin	19.93	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0896-C	West_Cambodia	Pailin	39.2	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0898-C	West_Cambodia	Pailin	116.74	2	0.75	0	0.25	0	Asia1	0.753829759592887	304.108739130435	554.709	0.918168788339515	HighSib	2012	1.6
PH0899-C	West_Cambodia	Pailin	46.84	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0900-C	West_Cambodia	Pailin	52.49	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0901-C	West_Cambodia	Pailin	24.13	1	0.98	0.01	0	0.01	Asia1	NA	NA	NA	NA	NA	2012	1.04101603164689
PH0902-C	West_Cambodia	Pailin	22.82	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0903-C	West_Cambodia	Pailin	39.52	2	0.96	0.01	0.01	0.02	Asia1	0.240208413032433	NA	NA	NA	NA	2012	1.08436347863804
PH0904-C	West_Cambodia	Pailin	15.33	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0905-C	West_Cambodia	Pailin	39.26	2	0.95	0.01	0.01	0.04	Asia1	0.517277479159475	154.816961538462	463.019	0.535993563794736	Sib	2012	1.10582771204246
PH0906-C	West_Cambodia	Pailin	24.41	2	0.91	0.08	0	0	Asia1	0.453546923929561	144.604552631579	363.269	0.566027793293473	Sib	2012	1.1983223487118
PH0907-C	West_Cambodia	Pailin	37.62	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0908-C	West_Cambodia	Pailin	48.79	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0909-C	West_Cambodia	Pailin	11.24	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0910-C	West_Cambodia	Pailin	14.42	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0911-Cx	West_Cambodia	Pailin	12.41	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0912-C	West_Cambodia	Pailin	33.69	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0915-C	West_Cambodia	Pailin	83.73	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0916-C	West_Cambodia	Pailin	82.96	2	0.04	0	0.96	0	Asia1	0.209952044785887	22.391	53.589	0.547579346659737	Other	2012	1.08318890814558
PH0917-Cx	West_Cambodia	Pursat	151.05	3	0.68	0	0.1	0.22	Asia1	0.58509925310494	199.46775	604.055	0.77258391125839	Sib	2012	1.92012288786482
PH0918-Cx	West_Cambodia	Pursat	19.29	2	0.3	0	0.7	0	Asia1	0.560044633387072	196.272782608696	489.576	0.795505326245124	Sib	2012	1.72413793103448
PH0919-C	West_Cambodia	Pursat	26.89	3	0.01	0.12	0.83	0.05	Asia1	0.387644407228956	155.346215384615	753.363	0.258621603097929	Sib	2012	1.41663125088539
PH0920-Cx	West_Cambodia	Pursat	27.72	1	1	0	0	0	Asia1	NA	NA	NA	NA	HighSib	2012	1
PH0986-C	West_Cambodia	Pailin	88.97	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0987-C	West_Cambodia	Pailin	40.51	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0991-C	West_Cambodia	Pailin	22.89	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0994-C	West_Cambodia	Pailin	51.26	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0996-C	West_Cambodia	Pailin	17.16	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0997-C	West_Cambodia	Pailin	42.89	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH0999-C	West_Cambodia	Pailin	18.82	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH1000-C	West_Cambodia	Pailin	54.43	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH1001-C	West_Cambodia	Pailin	108.22	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH1002-C	West_Cambodia	Pailin	38.51	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH1003-C	West_Cambodia	Pailin	33.63	1	1	0	0	0	Asia1	NA	NA	NA	NA	NA	2012	1
PH1136-C	West_Cambodia	Pailin	18.63	1	0.99	0	0	0	Asia1	NA	NA	NA	NA	NA	2011	1.02030405060708
PH1137-C	West_Cambodia	Pailin	22.93	1	0.97	0.01	0.01	0.01	Asia1	NA	NA	NA	NA	NA	2011	1.06247343816405
PH0201-C	North_Cambodia	Ratanakiri	153.14	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0203-C	North_Cambodia	Ratanakiri	236.08	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0204-C	North_Cambodia	Ratanakiri	188.42	4	0.07	0.27	0.54	0.12	Asia2	0.486735716385386	NA	NA	NA	NA	2010	2.60552371026576
PH0205-C	North_Cambodia	Ratanakiri	167.99	3	0	0.29	0.52	0.19	Asia2	0.226818461598445	196.92512244898	1144.908	0.833362257158455	Other	2010	2.56016385048643
PH0339-C	North_Cambodia	Ratanakiri	63.25	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0340-C	North_Cambodia	Ratanakiri	100.32	3	0	0.2	0.66	0.13	Asia2	0.522164268424757	225.680459854015	501.619	0.781586682685769	Other	2010	2.03045685279188
PH0341-C	North_Cambodia	Ratanakiri	68.01	2	0.9	0	0.1	0	Asia2	0.09178257972474	5.46357142857143	10.679	0.786308028037822	Unrelated	2010	1.21951219512195
PH0342-C	North_Cambodia	Ratanakiri	59.67	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0343-C	North_Cambodia	Ratanakiri	73.6	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0344-C	North_Cambodia	Ratanakiri	114.58	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0345-C	North_Cambodia	Ratanakiri	57.42	2	0.76	0	0.24	0	Asia2	0.0362044260343828	NA	NA	NA	Unrelated	2010	1.57430730478589
PH0346-C	North_Cambodia	Ratanakiri	51.98	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2010	1
PH0347-C	North_Cambodia	Ratanakiri	62.11	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0348-C	North_Cambodia	Ratanakiri	51.4	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0349-C	North_Cambodia	Ratanakiri	54.08	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0350-C	North_Cambodia	Ratanakiri	51.52	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0351-C	North_Cambodia	Ratanakiri	10.06	2	0.59	0.41	0	0	Asia2	0.693567912599553	452.974869565217	836.807	0.913683863807089	Sib	2010	1.93723363037582
PH0352-C	North_Cambodia	Ratanakiri	60.17	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0353-C	North_Cambodia	Ratanakiri	53.93	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0354-C	North_Cambodia	Ratanakiri	37.15	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0355-C	North_Cambodia	Ratanakiri	52.11	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0356-C	North_Cambodia	Ratanakiri	58.69	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0357-C	North_Cambodia	Ratanakiri	87.86	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1.02030405060708
PH0358-C	North_Cambodia	Ratanakiri	70.64	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0359-C	North_Cambodia	Ratanakiri	88.9	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2010	1
PH0360-C	North_Cambodia	Ratanakiri	74.32	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0361-C	North_Cambodia	Ratanakiri	69.01	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2010	1
PH0362-C	North_Cambodia	Ratanakiri	66.62	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0363-C	North_Cambodia	Ratanakiri	65.08	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0364-C	North_Cambodia	Ratanakiri	39.4	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0365-C	North_Cambodia	Ratanakiri	50.43	3	0	0.27	0.59	0.13	Asia2	0.350395975058928	361.109688888889	1016.864	0.869004226569627	Sib	2010	2.28362639872117
PH0366-C	North_Cambodia	Ratanakiri	48.22	3	0	0.35	0.5	0.15	Asia2	0.552935187860844	183.104013422819	598.533	0.748614267184973	Sib	2010	2.53164556962025
PH0367-C	North_Cambodia	Ratanakiri	49.96	2	0.14	0	0.86	0	Asia2	0.850866916941885	460.093928571429	937.051	0.93629370898032	HighSib	2010	1.31717597471022
PH0368-C	North_Cambodia	Ratanakiri	41.79	2	0.67	0	0.33	0	Asia2	0.0106950860700256	NA	NA	NA	Unrelated	2010	1.79275726066691
PH0369-C	North_Cambodia	Ratanakiri	17.14	2	0.78	0	0.22	0	Asia2	0.124662095999224	6.3752	9.726	0.766531951159785	Other	2010	1.52253349573691
PH0370-C	North_Cambodia	Ratanakiri	32.2	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0371-C	North_Cambodia	Ratanakiri	46.73	2	0.77	0	0.23	0	Asia2	0.357750513044137	265.553076923077	735.674	0.937577228700204	Sib	2010	1.54846701765252
PH0372-C	North_Cambodia	Ratanakiri	83.65	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1.02030405060708
PH0373-C	North_Cambodia	Ratanakiri	33.31	2	0.38	0	0.62	0	Asia2	0.931882514779005	544.5097	915.587	0.965995606391432	HighSib	2010	1.8910741301059
PH0374-C	North_Cambodia	Ratanakiri	63.02	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0375-C	North_Cambodia	Ratanakiri	61.4	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0376-C	North_Cambodia	Ratanakiri	49.78	3	0	0.25	0.71	0.03	Asia2	0.552659794215078	210.362503937008	492.567	0.578874878712011	Sib	2010	1.76211453744493
PH0377-C	North_Cambodia	Ratanakiri	84.6	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0378-C	North_Cambodia	Ratanakiri	53.64	2	0.01	0.1	0.89	0.01	Asia2	0.676022124580984	304.638093220339	822.595	0.449369980668855	HighSib	2010	1.24641655241182
PH0379-C	North_Cambodia	Ratanakiri	52.01	3	0	0.18	0.69	0.13	Asia2	0.341332041696972	294.847358490566	788.174	0.665299752718485	Sib	2010	1.90331176246669
PH0380-C	North_Cambodia	Ratanakiri	169.36	2	0.84	0	0.16	0	Asia2	0.39843556677044	269.098142857143	458.476	0.907329026037257	Sib	2010	1.36761487964989
PH0381-C	North_Cambodia	Ratanakiri	57.99	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1.02030405060708
PH0382-C	North_Cambodia	Ratanakiri	44.67	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2010	1
PH0383-C	North_Cambodia	Ratanakiri	52.62	4	0.05	0.21	0.62	0.12	Asia2	0.537989263622314	NA	NA	NA	NA	2010	2.24517287831163
PH0384-C	North_Cambodia	Ratanakiri	59.57	3	0	0.26	0.6	0.14	Asia2	0.599520701908861	320.186431192661	802.689	0.821845538265738	Sib	2010	2.23613595706619
PH0502-C	North_Cambodia	Ratanakiri	29.1	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0503-C	North_Cambodia	Ratanakiri	9.03	2	0.66	0.33	0.01	0	Asia2	0.481002040154774	178.470466666667	429.692	0.843411449308454	Sib	2011	1.83621006243114
PH0504-C	North_Cambodia	Ratanakiri	25.54	2	0.64	0	0.36	0	Asia2	0.033545404261988	NA	NA	NA	Unrelated	2011	1.85459940652819
PH0505-C	North_Cambodia	Ratanakiri	78.03	4	0.05	0.24	0.52	0.18	Asia2	0.572098953909612	NA	NA	NA	NA	2011	2.75558004960044
PH0506-C	North_Cambodia	Ratanakiri	38.13	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0507-C	North_Cambodia	Ratanakiri	50.39	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0508-C	North_Cambodia	Ratanakiri	48.17	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0510-C	North_Cambodia	Ratanakiri	25.92	3	0	0.4	0.49	0.11	Asia2	0.377261763239036	228.456641025641	965.49	0.485276790388618	Sib	2011	2.42600679281902
PH0511-C	North_Cambodia	Preah Vihear	19.27	4	0.05	0.31	0.46	0.19	Asia2	0.417812053901273	NA	NA	NA	NA	2011	2.88766965059197
PH0513-C	North_Cambodia	Preah Vihear	53.2	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2011	1
PH0514-C	North_Cambodia	Preah Vihear	33.38	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0515-C	North_Cambodia	Preah Vihear	7.13	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0516-C	North_Cambodia	Preah Vihear	33.19	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0517-C	North_Cambodia	Preah Vihear	63.32	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0518-C	North_Cambodia	Preah Vihear	140.78	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0519-C	North_Cambodia	Preah Vihear	68.66	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2011	1
PH0520-C	North_Cambodia	Preah Vihear	51.72	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
