strain	isolate	slot	coi	proportion	mean_coverage	ref_calls	nref_calls	zscore	clonal_nref_mean	clonal_nref_sd	country	site	discarded
PH0576-C.h1	PH0576-C	1	1	1	84.52	39496	4821	-0.297762148	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0578-C.h1	PH0578-C	1	1	1	23.11	39572	4745	-0.935889236	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0579-C.h1	PH0579-C	1	1	0.99	111.35	39448	4869	0.105265486	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0580-C.h1	PH0580-C	1	3	0.6	20.69	39569	4748	-0.910700009	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0580-C.h2	PH0580-C	2	3	0.31	20.69	39678	4639	-1.825908596	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0580-C.h4	PH0580-C	4	3	0.09	20.69	39643	4674	-1.532034279	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0582-C.h1	PH0582-C	1	1	0.99	11.22	39590	4727	-1.087024599	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0583-C.h1	PH0583-C	1	2	0.44	12.98	39822	4495	-3.0349915	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0583-C.h2	PH0583-C	2	2	0.54	12.98	39790	4527	-2.76630641	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0584-C.h1	PH0584-C	1	1	1	74.18	39471	4846	-0.087851922	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0676-C.h1	PH0676-C	1	1	1	126.24	39420	4897	0.34036494	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0677-C.h1	PH0677-C	1	1	1	55.68	39362	4955	0.827356665	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0678-C.h1	PH0678-C	1	1	1	75.34	39270	5047	1.599826298	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0679-C.h1	PH0679-C	1	1	0.99	14.53	39500	4817	-0.331347785	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0680-C.h1	PH0680-C	1	1	1	12.83	39617	4700	-1.313727644	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0681-C.h1	PH0681-C	1	3	0.75	13.11	39659	4658	-1.666376824	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0681-C.h2	PH0681-C	2	3	0.05	13.11	39648	4669	-1.574016324	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0681-C.h4	PH0681-C	4	3	0.2	13.11	39829	4488	-3.093766363	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0682-C.h1	PH0682-C	1	1	1	125.07	39412	4905	0.407536212	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0683-C.h1	PH0683-C	1	2	0.69	95.78	39375	4942	0.718203347	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0683-C.h3	PH0683-C	3	2	0.31	95.78	39420	4897	0.34036494	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0684-C.h1	PH0684-C	1	1	0.99	8.61	39826	4491	-3.068577136	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0685-C.h1	PH0685-C	1	1	1	36.98	39514	4803	-0.448897511	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0686-C.h1	PH0686-C	1	1	1	26.82	39480	4837	-0.163419603	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0687-C.h1	PH0687-C	1	1	1	120.73	39396	4921	0.541878757	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0689-C.h1	PH0689-C	1	1	0.98	5.68	40053	4264	-4.974561991	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0692-C.h1	PH0692-C	1	1	1	15.78	39556	4761	-0.801546691	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0694-C.h1	PH0694-C	1	1	0.99	46.53	39511	4806	-0.423708284	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0695-C.h1	PH0695-C	1	1	0.99	14.81	39594	4723	-1.120610236	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0696-C.h1	PH0696-C	1	1	1	17	39548	4769	-0.734375419	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0697-C.h1	PH0697-C	1	1	1	14.18	39578	4739	-0.986267691	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0698-C.h1	PH0698-C	1	4	0.02	9.71	39282	5035	1.499069389	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0698-C.h2	PH0698-C	2	4	0.14	9.71	39690	4627	-1.926665505	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0698-C.h3	PH0698-C	3	4	0.82	9.71	39808	4509	-2.917441773	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0698-C.h4	PH0698-C	4	4	0.02	9.71	39343	4974	0.986888437	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0700-C.h1	PH0700-C	1	1	0.99	40.99	39448	4869	0.105265486	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0701-C.h1	PH0701-C	1	1	1	24.63	39562	4755	-0.851925146	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0702-C.h1	PH0702-C	1	1	1	61.13	39462	4855	-0.01228424	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0703-C.h1	PH0703-C	1	1	1	18.39	39474	4843	-0.113041149	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0704-C.h2	PH0704-C	2	3	0.35	30.22	39529	4788	-0.574843647	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0704-C.h3	PH0704-C	3	3	0.53	30.22	39404	4913	0.474707485	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0704-C.h4	PH0704-C	4	3	0.11	30.22	39801	4516	-2.85866691	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0706-C.h1	PH0706-C	1	1	0.99	8.33	39874	4443	-3.47160477	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0707-C.h1	PH0707-C	1	2	0.52	30.01	39456	4861	0.038094214	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0707-C.h3	PH0707-C	3	2	0.48	30.01	39496	4821	-0.297762148	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0708-C.h1	PH0708-C	1	2	0.69	25.46	39525	4792	-0.541258011	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0708-C.h4	PH0708-C	4	2	0.31	25.46	39571	4746	-0.927492827	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0709-C.h1	PH0709-C	1	1	1	41.96	39415	4902	0.382346985	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0712-C.h1	PH0712-C	1	1	0.99	55.54	39476	4841	-0.129833967	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0713-C.h1	PH0713-C	1	2	0.56	42.95	39550	4767	-0.751168237	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0713-C.h3	PH0713-C	3	2	0.44	42.95	39481	4836	-0.171816012	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0714-C.h1	PH0714-C	1	4	0.66	9.11	39712	4605	-2.111386504	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0714-C.h2	PH0714-C	2	4	0.29	9.11	39691	4626	-1.935061914	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0714-C.h3	PH0714-C	3	4	0.03	9.11	39342	4975	0.995284846	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0714-C.h4	PH0714-C	4	4	0.02	9.11	39320	4997	1.180005845	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0715-C.h1	PH0715-C	1	1	0.99	67.02	39471	4846	-0.087851922	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0716-C.h1	PH0716-C	1	1	1	20.58	39581	4736	-1.011456918	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0717-C.h1	PH0717-C	1	2	0.32	29.32	39451	4866	0.080076259	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0717-C.h3	PH0717-C	3	2	0.68	29.32	39369	4948	0.768581801	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0718-C.h1	PH0718-C	1	1	0.98	25.03	39487	4830	-0.222194467	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0719-C.h1	PH0719-C	1	1	1	85.63	39374	4943	0.726599756	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0722-C.h1	PH0722-C	1	1	1	24.88	39446	4871	0.122058304	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0723-C.h1	PH0723-C	1	1	1	48.8	39418	4899	0.357157758	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0724-C.h1	PH0724-C	1	2	0.55	54.95	39530	4787	-0.583240056	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0724-C.h3	PH0724-C	3	2	0.45	54.95	39470	4847	-0.079455513	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0725-C.h1	PH0725-C	1	2	0.75	9.98	39634	4683	-1.456466598	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0725-C.h2	PH0725-C	2	2	0.24	9.98	39538	4779	-0.650411329	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0726-Cx.h2	PH0726-Cx	2	3	0.26	50.9	39612	4705	-1.271745598	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0726-Cx.h3	PH0726-Cx	3	3	0.6	50.9	39463	4854	-0.02068065	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0726-Cx.h4	PH0726-Cx	4	3	0.13	50.9	39773	4544	-2.623567456	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0817-C.h1	PH0817-C	1	1	0.99	72.44	39540	4777	-0.667204147	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0818-C.h1	PH0818-C	1	1	1	50.5	39487	4830	-0.222194467	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0819-C.h1	PH0819-C	1	1	1	62.34	39426	4891	0.289986485	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0820-C.h1	PH0820-C	1	1	1	107.12	39414	4903	0.390743394	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0821-C.h1	PH0821-C	1	2	0.92	45.35	39439	4878	0.180833168	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0821-C.h3	PH0821-C	3	2	0.08	45.35	40006	4311	-4.579930765	4856.463035	119.0985329	Cambodia	Pailin	TRUE
PH0822-C.h1	PH0822-C	1	1	1	41.12	39453	4864	0.063283441	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0823-C.h1	PH0823-C	1	1	1	74.02	39411	4906	0.415932621	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0824-C.h1	PH0824-C	1	2	0.5	94.38	39445	4872	0.130454713	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0824-C.h3	PH0824-C	3	2	0.5	94.38	39420	4897	0.34036494	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0825-C.h1	PH0825-C	1	1	1	27.17	39517	4800	-0.474086738	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0826-C.h1	PH0826-C	1	1	1	50.73	39507	4810	-0.390122648	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0828-C.h1	PH0828-C	1	1	1	56.3	39417	4900	0.365554167	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0829-C.h1	PH0829-C	1	1	0.99	70.53	39473	4844	-0.10464474	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0830-C.h1	PH0830-C	1	1	0.99	26.77	39382	4935	0.659428484	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0831-C.h1	PH0831-C	1	1	1	63.52	39484	4833	-0.19700524	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0832-C.h1	PH0832-C	1	1	1	43.77	39451	4866	0.080076259	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0833-C.h1	PH0833-C	1	1	1	70.05	39479	4838	-0.155023194	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0834-C.h1	PH0834-C	1	1	1	36.24	39423	4894	0.315175713	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0835-C.h1	PH0835-C	1	1	1	96.68	39405	4912	0.466311076	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0836-C.h1	PH0836-C	1	1	0.98	25.78	39463	4854	-0.02068065	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0837-C.h1	PH0837-C	1	1	1	37.03	39515	4802	-0.45729392	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0838-C.h1	PH0838-C	1	2	0.23	39.95	39608	4709	-1.238159962	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0838-C.h3	PH0838-C	3	2	0.77	39.95	39401	4916	0.499896712	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0839-C.h1	PH0839-C	1	1	1	33.86	39456	4861	0.038094214	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0840-C.h1	PH0840-C	1	1	1	44.35	39426	4891	0.289986485	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0841-C.h1	PH0841-C	1	1	0.99	56.78	39399	4918	0.51668953	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0842-C.h1	PH0842-C	1	1	0.99	60.83	39517	4800	-0.474086738	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0843-C.h1	PH0843-C	1	1	1	38.34	39449	4868	0.096869077	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0844-C.h1	PH0844-C	1	1	1	43.27	39391	4926	0.583860802	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0845-C.h1	PH0845-C	1	1	0.99	48.98	39444	4873	0.138851122	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0846-C.h1	PH0846-C	1	1	1	25.51	39480	4837	-0.163419603	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0847-C.h1	PH0847-C	1	1	1	63.57	39496	4821	-0.297762148	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0848-C.h1	PH0848-C	1	1	1	37.8	39362	4955	0.827356665	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0849-C.h2	PH0849-C	2	3	0.1	102.73	40319	3998	-7.208006799	4856.463035	119.0985329	Cambodia	Pailin	TRUE
PH0849-C.h3	PH0849-C	3	3	0.7	102.73	39369	4948	0.768581801	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0849-C.h4	PH0849-C	4	3	0.2	102.73	39585	4732	-1.045042554	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0850-C.h1	PH0850-C	1	1	0.99	28.52	39519	4798	-0.490879557	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0851-C.h1	PH0851-C	1	1	1	55.85	39411	4906	0.415932621	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0852-C.h1	PH0852-C	1	1	1	73.17	39361	4956	0.835753074	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0853-C.h1	PH0853-C	1	1	1	69.15	39376	4941	0.709806938	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0854-C.h1	PH0854-C	1	1	1	27.79	39546	4771	-0.717582601	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0855-C.h1	PH0855-C	1	1	1	43.31	39496	4821	-0.297762148	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0856-C.h1	PH0856-C	1	1	1	21.53	39520	4797	-0.499275966	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0858-C.h1	PH0858-C	1	1	1	37.07	39514	4803	-0.448897511	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0860-Cx.h1	PH0860-Cx	1	1	1	19.12	39653	4664	-1.61599837	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0862-Cx.h1	PH0862-Cx	1	1	0.99	6.45	40079	4238	-5.192868626	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0863-Cx.h1	PH0863-Cx	1	2	0.71	11.74	39794	4523	-2.799892046	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0863-Cx.h4	PH0863-Cx	4	2	0.29	11.74	39736	4581	-2.312900321	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0886-C.h1	PH0886-C	1	1	1	45.77	39471	4846	-0.087851922	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0887-C.h1	PH0887-C	1	1	1	85.99	39346	4971	0.96169921	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0888-C.h1	PH0888-C	1	1	1	22.51	39531	4786	-0.591636465	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0889-C.h1	PH0889-C	1	1	1	43.75	39484	4833	-0.19700524	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0890-C.h1	PH0890-C	1	1	1	58.5	39496	4821	-0.297762148	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0891-Cx.h1	PH0891-Cx	1	1	1	181.16	39457	4860	0.029697805	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0892-C.h1	PH0892-C	1	3	0.6	47.28	39413	4904	0.399139803	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0892-C.h3	PH0892-C	3	3	0.14	47.28	39790	4527	-2.76630641	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0892-C.h4	PH0892-C	4	3	0.26	47.28	39615	4702	-1.296934826	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0894-C.h1	PH0894-C	1	1	1	128.49	39365	4952	0.802167438	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0895-C.h1	PH0895-C	1	1	1	19.93	39412	4905	0.407536212	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0896-C.h1	PH0896-C	1	1	1	39.2	39489	4828	-0.238987285	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0898-C.h1	PH0898-C	1	2	0.75	116.74	39343	4974	0.986888437	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0898-C.h3	PH0898-C	3	2	0.25	116.74	39460	4857	0.004508578	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0899-C.h1	PH0899-C	1	1	1	46.84	39515	4802	-0.45729392	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0900-C.h1	PH0900-C	1	1	1	52.49	39528	4789	-0.566447238	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0901-C.h1	PH0901-C	1	1	0.98	24.13	39550	4767	-0.751168237	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0902-C.h1	PH0902-C	1	1	0.99	22.82	39439	4878	0.180833168	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0903-C.h1	PH0903-C	1	2	0.96	39.52	39388	4929	0.609050029	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0903-C.h4	PH0903-C	4	2	0.02	39.52	39671	4646	-1.767133733	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0904-C.h1	PH0904-C	1	1	1	15.33	39619	4698	-1.330520462	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0905-C.h1	PH0905-C	1	2	0.95	39.26	39397	4920	0.533482348	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0905-C.h4	PH0905-C	4	2	0.04	39.26	39774	4543	-2.631963865	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0906-C.h1	PH0906-C	1	2	0.91	24.41	39541	4776	-0.675600556	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0906-C.h2	PH0906-C	2	2	0.08	24.41	39797	4520	-2.825081273	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0907-C.h1	PH0907-C	1	1	1	37.62	39510	4807	-0.415311875	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0908-C.h1	PH0908-C	1	1	1	48.79	39523	4794	-0.524465193	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0909-C.h1	PH0909-C	1	1	0.99	11.24	39600	4717	-1.17098869	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0910-C.h1	PH0910-C	1	1	0.99	14.42	39659	4658	-1.666376824	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0911-Cx.h1	PH0911-Cx	1	1	0.99	12.41	39919	4398	-3.849443178	4856.463035	119.0985329	Cambodia	Pailin	TRUE
PH0912-C.h1	PH0912-C	1	1	1	33.69	39532	4785	-0.600032874	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0915-C.h1	PH0915-C	1	1	1	83.73	39493	4824	-0.272572921	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0916-C.h1	PH0916-C	1	2	0.04	82.96	40206	4111	-6.259212576	4856.463035	119.0985329	Cambodia	Pailin	TRUE
PH0916-C.h3	PH0916-C	3	2	0.96	82.96	39492	4825	-0.264176512	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0917-Cx.h1	PH0917-Cx	1	3	0.68	151.05	39303	5014	1.322744799	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0917-Cx.h3	PH0917-Cx	3	3	0.1	151.05	39908	4409	-3.757082678	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0917-Cx.h4	PH0917-Cx	4	3	0.22	151.05	39574	4743	-0.952682054	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0918-Cx.h1	PH0918-Cx	1	2	0.3	19.29	39772	4545	-2.615171047	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0918-Cx.h3	PH0918-Cx	3	2	0.7	19.29	39673	4644	-1.783926551	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0919-C.h2	PH0919-C	2	3	0.12	26.89	39975	4342	-4.319642085	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0919-C.h3	PH0919-C	3	3	0.83	26.89	39365	4952	0.802167438	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0919-C.h4	PH0919-C	4	3	0.05	26.89	39833	4484	-3.127351999	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0920-Cx.h1	PH0920-Cx	1	1	1	27.72	39519	4798	-0.490879557	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0986-C.h1	PH0986-C	1	1	1	88.97	39433	4884	0.231211622	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0987-C.h1	PH0987-C	1	1	1	40.51	39443	4874	0.147247532	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0991-C.h1	PH0991-C	1	1	1	22.89	39526	4791	-0.54965442	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0994-C.h1	PH0994-C	1	1	1	51.26	39418	4899	0.357157758	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0996-C.h1	PH0996-C	1	1	1	17.16	39483	4834	-0.188608831	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0997-C.h1	PH0997-C	1	1	1	42.89	39450	4867	0.088472668	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0999-C.h1	PH0999-C	1	1	1	18.82	39477	4840	-0.138230376	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH1000-C.h1	PH1000-C	1	1	1	54.43	39354	4963	0.894527937	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH1001-C.h1	PH1001-C	1	1	1	108.22	39508	4809	-0.398519057	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH1002-C.h1	PH1002-C	1	1	1	38.51	39507	4810	-0.390122648	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH1003-C.h1	PH1003-C	1	1	1	33.63	39419	4898	0.348761349	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH1136-C.h1	PH1136-C	1	1	0.99	18.63	39648	4669	-1.574016324	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH1137-C.h1	PH1137-C	1	1	0.97	22.93	39584	4733	-1.036646145	4856.463035	119.0985329	Cambodia	Pailin	FALSE
PH0201-C.h1	PH0201-C	1	1	1	153.14	83376	5034	0.732625392	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0203-C.h1	PH0203-C	1	1	1	236.08	83479	4931	-0.023758489	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0204-C.h1	PH0204-C	1	4	0.07	188.42	84152	4258	-4.965956077	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0204-C.h2	PH0204-C	2	4	0.27	188.42	83596	4814	-0.882951829	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0204-C.h3	PH0204-C	3	4	0.54	188.42	83177	5233	2.193988423	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0204-C.h4	PH0204-C	4	4	0.12	188.42	84098	4312	-4.569405305	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0205-C.h2	PH0205-C	2	3	0.29	167.99	83887	4523	-3.019919879	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0205-C.h3	PH0205-C	3	3	0.52	167.99	83059	5351	3.060525296	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0205-C.h4	PH0205-C	4	3	0.19	167.99	83994	4416	-3.805677891	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0339-C.h1	PH0339-C	1	1	1	63.25	83444	4966	0.23326516	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0340-C.h2	PH0340-C	2	3	0.2	100.32	83528	4882	-0.383591597	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0340-C.h3	PH0340-C	3	3	0.66	100.32	83488	4922	-0.089850284	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0340-C.h4	PH0340-C	4	3	0.13	100.32	84002	4408	-3.864426154	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0341-C.h1	PH0341-C	1	2	0.9	68.01	83479	4931	-0.023758489	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0341-C.h3	PH0341-C	3	2	0.1	68.01	84318	4092	-6.184982525	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0342-C.h1	PH0342-C	1	1	1	59.67	83387	5023	0.651846531	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0343-C.h1	PH0343-C	1	1	1	73.6	83371	5039	0.769343056	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0344-C.h1	PH0344-C	1	1	1	114.58	83374	5036	0.747312458	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0345-C.h1	PH0345-C	1	2	0.76	57.42	83363	5047	0.828091319	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0345-C.h3	PH0345-C	3	2	0.24	57.42	83597	4813	-0.890295361	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0346-C.h1	PH0346-C	1	1	1	51.98	83476	4934	-0.00172789	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0347-C.h1	PH0347-C	1	1	1	62.11	83422	4988	0.394822882	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0348-C.h1	PH0348-C	1	1	1	51.4	83351	5059	0.916213713	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0349-C.h1	PH0349-C	1	1	1	54.08	83361	5049	0.842778384	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0350-C.h1	PH0350-C	1	1	1	51.52	83518	4892	-0.310156269	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
