strain	isolate	slot	coi	proportion	mean_coverage	ref_calls	nref_calls	zscore	clonal_nref_mean	clonal_nref_sd	country	site	discarded
PA0270-C.h1	PA0270-C	1	1	1	44.35	246036	4791	0.025413625	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PF0550-C.h1	PF0550-C	1	2	0.55	62.84	246216	4611	-1.719329461	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0550-C.h3	PF0550-C	3	2	0.45	62.84	246300	4527	-2.533542902	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0556-C.h1	PF0556-C	1	1	1	137.98	246047	4780	-0.081209564	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0557-C.h1	PF0557-C	1	3	0.36	77.19	246708	4119	-6.488293897	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0557-C.h2	PF0557-C	2	3	0.43	77.19	245944	4883	0.917171202	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0557-C.h3	PF0557-C	3	3	0.21	77.19	247399	3428	-13.18616874	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0559-C.h1	PF0559-C	1	1	1	121.27	246027	4800	0.112650779	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0560-C.h1	PF0560-C	1	1	1	56.92	245952	4875	0.839627065	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0562-C.h1	PF0562-C	1	2	0.89	76.74	246001	4826	0.364669225	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0562-C.h3	PF0562-C	3	2	0.11	76.74	247777	3050	-16.85012923	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0578-C.h1	PF0578-C	1	1	1	114.41	246125	4702	-0.837264901	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0579-C.h1	PF0579-C	1	4	0.21	199.17	246807	4020	-7.447902594	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0579-C.h2	PF0579-C	2	4	0.52	199.17	246332	4495	-2.84371945	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0579-C.h3	PF0579-C	3	4	0.15	199.17	246878	3949	-8.136106812	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0579-C.h4	PF0579-C	4	4	0.12	199.17	247035	3792	-9.657910504	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0583-C.h1	PF0583-C	1	2	0.75	186.44	246020	4807	0.180501899	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0583-C.h3	PF0583-C	3	2	0.25	186.44	246606	4221	-5.499606148	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0584-C.h1	PF0584-C	1	1	1	86.11	245919	4908	1.159496631	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0587-C.h1	PF0587-C	1	2	0.69	210.11	246286	4541	-2.397840662	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0587-C.h3	PF0587-C	3	2	0.31	210.11	245718	5109	3.107793077	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0590-C.h1	PF0590-C	1	1	1	122.41	245840	4987	1.925244985	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0596-C.h1	PF0596-C	1	1	0.99	83.72	246228	4599	-1.835645667	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0597-C.h3	PF0597-C	3	1	1	173.23	245986	4841	0.510064482	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0599-C.h1	PF0599-C	1	1	1	209.88	245850	4977	1.828314814	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0603-C.h2	PF0603-C	2	3	0.25	217.23	247258	3569	-11.81945333	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0603-C.h3	PF0603-C	3	3	0.55	217.23	245212	5615	8.012459753	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0603-C.h4	PF0603-C	4	3	0.19	217.23	247864	2963	-17.69342172	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0604-C.h1	PF0604-C	1	1	1	49.67	246051	4776	-0.119981632	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0606-C.h1	PF0606-C	1	1	1	236.83	245935	4892	1.004408356	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0608-C.h1	PF0608-C	1	1	1	225.86	245972	4855	0.645766722	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0609-C.h1	PF0609-C	1	2	0.89	114.41	245964	4863	0.723310859	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0609-C.h3	PF0609-C	3	2	0.11	114.41	247934	2893	-18.37193292	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0610-C.h1	PF0610-C	1	1	1	151.48	245918	4909	1.169189648	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0612-C.h1	PF0612-C	1	1	1	114.99	245954	4873	0.820241031	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0613-C.h2	PF0613-C	2	3	0.3	176.02	246093	4734	-0.527088353	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0613-C.h3	PF0613-C	3	3	0.52	176.02	246556	4271	-5.014955291	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0613-C.h4	PF0613-C	4	3	0.17	176.02	246457	4370	-4.055346593	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0614-C.h1	PF0614-C	1	1	1	110.94	246058	4769	-0.187832752	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0616-C.h1	PF0616-C	1	2	0.79	183.75	245923	4904	1.120724562	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0616-C.h3	PF0616-C	3	2	0.21	183.75	246338	4489	-2.901877553	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0617-C.h1	PF0617-C	1	1	1	223.19	245908	4919	1.266119819	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0619-C.h1	PF0619-C	1	2	0.68	192.49	247222	3605	-11.47050471	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0619-C.h3	PF0619-C	3	2	0.32	192.49	244250	6577	17.33714225	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0620-C.h2	PF0620-C	2	3	0.15	133.91	247041	3786	-9.716068606	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0620-C.h3	PF0620-C	3	3	0.46	133.91	246255	4572	-2.09735713	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0620-C.h4	PF0620-C	4	3	0.39	133.91	246424	4403	-3.735477028	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0621-C.h1	PF0621-C	1	2	0.7	210.88	246529	4298	-4.753243828	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0621-C.h3	PF0621-C	3	2	0.3	210.88	245650	5177	3.766918243	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0624-C.h1	PF0624-C	1	2	0.87	138.66	245939	4888	0.965636288	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0624-C.h3	PF0624-C	3	2	0.13	138.66	247930	2897	-18.33316085	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0625-C.h1	PF0625-C	1	1	0.99	188.8	246018	4809	0.199887933	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0627-C.h1	PF0627-C	1	4	0.12	238.08	247199	3628	-11.24756532	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0627-C.h2	PF0627-C	2	4	0.31	238.08	246556	4271	-5.014955291	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0627-C.h3	PF0627-C	3	4	0.41	238.08	245836	4991	1.964017054	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0627-C.h4	PF0627-C	4	4	0.15	238.08	246946	3881	-8.795231978	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0628-C.h1	PF0628-C	1	2	0.76	93.11	246185	4642	-1.41884593	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0628-C.h3	PF0628-C	3	2	0.24	93.11	246974	3853	-9.066636458	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0629-C.h1	PF0629-C	1	2	0.92	124.47	246038	4789	0.00602759	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0629-C.h3	PF0629-C	3	2	0.08	124.47	247870	2957	-17.75157982	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0632-C.h1	PF0632-C	1	1	1	84.37	246082	4745	-0.420465164	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0633-C.h1	PF0633-C	1	1	1	163.01	245963	4864	0.733003876	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0634-C.h1	PF0634-C	1	2	0.62	30.2	246540	4287	-4.859867017	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0634-C.h3	PF0634-C	3	2	0.38	30.2	246575	4252	-5.199122617	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0635-C.h1	PF0635-C	1	1	1	137.18	245927	4900	1.081952494	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0638-C.h1	PF0638-C	1	1	1	164.04	245929	4898	1.062566459	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0641-C.h2	PF0641-C	2	3	0.31	157.49	246744	4083	-6.837242514	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0641-C.h3	PF0641-C	3	3	0.56	157.49	245799	5028	2.322658688	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0641-C.h4	PF0641-C	4	3	0.13	157.49	247615	3212	-15.27986045	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0643-C.h2	PF0643-C	2	3	0.19	173.64	246270	4557	-2.242752387	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0643-C.h3	PF0643-C	3	3	0.5	173.64	246904	3923	-8.388125258	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0643-C.h4	PF0643-C	4	3	0.31	173.64	246180	4647	-1.370380844	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0647-C.h2	PF0647-C	2	3	0.17	179.76	246941	3886	-8.746766892	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0647-C.h3	PF0647-C	3	3	0.51	179.76	246042	4785	-0.032744478	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0647-C.h4	PF0647-C	4	3	0.32	179.76	246544	4283	-4.898639085	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0650-C.h1	PF0650-C	1	3	0.35	159.45	246204	4623	-1.603013256	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0650-C.h2	PF0650-C	2	3	0.49	159.45	245681	5146	3.466434711	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0650-C.h3	PF0650-C	3	3	0.16	159.45	246665	4162	-6.07149416	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0651-C.h1	PF0651-C	1	4	0.02	153.8	246803	4024	-7.409130526	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0651-C.h2	PF0651-C	2	4	0.07	153.8	247923	2904	-18.26530973	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0651-C.h3	PF0651-C	3	4	0.78	153.8	245962	4865	0.742696894	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0651-C.h4	PF0651-C	4	4	0.12	153.8	247573	3254	-14.87275373	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0653-C.h2	PF0653-C	2	3	0.14	179.07	246915	3912	-8.494748446	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0653-C.h3	PF0653-C	3	3	0.43	179.07	246176	4651	-1.331608776	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0653-C.h4	PF0653-C	4	3	0.43	179.07	246159	4668	-1.166827484	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0655-C.h1	PF0655-C	1	1	1	196.5	246001	4826	0.364669225	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0661-C.h1	PF0661-C	1	1	1	58.77	246055	4772	-0.158753701	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0663-C.h1	PF0663-C	1	2	0.95	192.45	245927	4900	1.081952494	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0663-C.h3	PF0663-C	3	2	0.05	192.45	247631	3196	-15.43494872	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0664-C.h1	PF0664-C	1	2	0.95	207.93	246037	4790	0.015720608	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PF0664-C.h3	PF0664-C	3	2	0.05	207.93	248092	2735	-19.90342963	4788.378151	103.1670516	Ghana	Kintampo	TRUE
PF0666-C.h1	PF0666-C	1	1	1	228.07	245924	4903	1.111031545	4788.378151	103.1670516	Ghana	Kintampo	FALSE
PD0498-C.h1	PD0498-C	1	1	1	41.71	39417	4900	0.365554167	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0499-C.h2	PD0499-C	2	3	0.15	195.66	39492	4825	-0.264176512	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0499-C.h3	PD0499-C	3	3	0.56	195.66	39398	4919	0.525085939	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0499-C.h4	PD0499-C	4	3	0.28	195.66	39420	4897	0.34036494	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0500-C.h1	PD0500-C	1	1	1	124.33	39380	4937	0.676221302	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0501-C.h1	PD0501-C	1	1	0.99	114.03	39403	4914	0.483103894	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0502-C.h1	PD0502-C	1	1	1	83.6	39419	4898	0.348761349	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0575-C.h1	PD0575-C	1	1	1	151.78	39396	4921	0.541878757	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0576-C.h1	PD0576-C	1	1	0.98	27.86	39425	4892	0.298382894	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0577-C.h2	PD0577-C	2	3	0.22	124.68	39627	4690	-1.397691734	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0577-C.h3	PD0577-C	3	3	0.52	124.68	39190	5127	2.271539022	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0577-C.h4	PD0577-C	4	3	0.26	124.68	39493	4824	-0.272572921	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0578-C.h1	PD0578-C	1	1	1	96.36	39372	4945	0.743392574	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0579-C.h1	PD0579-C	1	1	1	129.69	39393	4924	0.567067984	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0580-C.h1	PD0580-C	1	1	1	150.74	39404	4913	0.474707485	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0651-C.h1	PD0651-C	1	1	1	33.77	39531	4786	-0.591636465	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0658-C.h1	PD0658-C	1	1	1	105.5	39434	4883	0.222815213	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0659-C.h1	PD0659-C	1	1	1	87.73	39441	4876	0.16404035	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0662-C.h1	PD0662-C	1	1	1	110.65	39346	4971	0.96169921	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0663-C.h1	PD0663-C	1	1	1	53.28	39463	4854	-0.02068065	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0664-C.h1	PD0664-C	1	1	1	75.42	39340	4977	1.012077664	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0665-C.h1	PD0665-C	1	1	0.98	6.33	40009	4308	-4.605119993	4856.463035	119.0985329	Thailand	Sisakhet	TRUE
PD0667-C.h1	PD0667-C	1	2	0.7	77.7	39485	4832	-0.205401649	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0667-C.h3	PD0667-C	3	2	0.3	77.7	39475	4842	-0.121437558	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0668-C.h1	PD0668-C	1	1	1	47.16	39570	4747	-0.919096418	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PD0670-C.h1	PD0670-C	1	1	1	60.79	39397	4920	0.533482348	4856.463035	119.0985329	Thailand	Sisakhet	FALSE
PH0047-Cx.h1	PH0047-Cx	1	1	1	64.38	39473	4844	-0.10464474	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0051-Cx.h1	PH0051-Cx	1	1	0.99	75.9	39456	4861	0.038094214	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0052-C.h1	PH0052-C	1	3	0.6	89.53	39372	4945	0.743392574	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0052-C.h3	PH0052-C	3	3	0.12	89.53	39623	4694	-1.364106098	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0052-C.h4	PH0052-C	4	3	0.28	89.53	39457	4860	0.029697805	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0054-C.h2	PH0054-C	2	3	0.34	38.01	39695	4622	-1.96864755	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0054-C.h3	PH0054-C	3	3	0.46	38.01	39351	4966	0.919717164	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0054-C.h4	PH0054-C	4	3	0.2	38.01	40014	4303	-4.647102038	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0055-C.h1	PH0055-C	1	1	1	25.04	39528	4789	-0.566447238	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0056-C.h2	PH0056-C	2	3	0.32	21.98	39828	4489	-3.085369954	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0056-C.h3	PH0056-C	3	3	0.5	21.98	39492	4825	-0.264176512	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0056-C.h4	PH0056-C	4	3	0.18	21.98	39927	4390	-3.91661445	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0057-C.h1	PH0057-C	1	1	1	46.85	39509	4808	-0.406915466	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0058-C.h1	PH0058-C	1	4	0.95	14.13	39888	4429	-3.589154497	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0058-C.h2	PH0058-C	2	4	0.02	14.13	39365	4952	0.802167438	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0058-C.h3	PH0058-C	3	4	0.02	14.13	39252	5065	1.750961661	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0058-C.h4	PH0058-C	4	4	0.02	14.13	39298	5019	1.364726844	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0059-C.h1	PH0059-C	1	1	1	54.52	39429	4888	0.264797258	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0060-C.h1	PH0060-C	1	1	0.97	46.83	39630	4687	-1.422880961	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0063-C.h1	PH0063-C	1	2	0.58	120.83	39467	4850	-0.054266286	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0063-C.h3	PH0063-C	3	2	0.42	120.83	39245	5072	1.809736524	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0064-C.h1	PH0064-C	1	1	1	136.99	39512	4805	-0.432104693	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0157-C.h1	PH0157-C	1	1	1	165.45	39475	4842	-0.121437558	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0161-C.h1	PH0161-C	1	1	1	143.14	39410	4907	0.42432903	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0163-C.h1	PH0163-C	1	1	1	187.66	39363	4954	0.818960256	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0164-C.h1	PH0164-C	1	1	1	156.68	39339	4978	1.020474073	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0165-C.h1	PH0165-C	1	1	1	115.89	39404	4913	0.474707485	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0167-C.h1	PH0167-C	1	1	1	155.77	39424	4893	0.306779304	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0169-C.h1	PH0169-C	1	1	1	147.27	39450	4867	0.088472668	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0171-C.h1	PH0171-C	1	1	1	63.72	39374	4943	0.726599756	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0172-C.h1	PH0172-C	1	1	1	137.55	39299	5018	1.356330435	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0173-C.h1	PH0173-C	1	1	1	161.74	39416	4901	0.373950576	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0191-C.h1	PH0191-C	1	1	1	213.23	39327	4990	1.121230982	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0192-C.h1	PH0192-C	1	1	1	214.28	39408	4909	0.441121848	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0193-C.h1	PH0193-C	1	1	1	65.42	39349	4968	0.936509983	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0194-C.h1	PH0194-C	1	1	1	145.9	39374	4943	0.726599756	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0195-C.h1	PH0195-C	1	4	0.06	64.32	39757	4560	-2.489224911	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0195-C.h2	PH0195-C	2	4	0.15	64.32	39826	4491	-3.068577136	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0195-C.h3	PH0195-C	3	4	0.5	64.32	39229	5088	1.944079069	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0195-C.h4	PH0195-C	4	4	0.29	64.32	39502	4815	-0.348140603	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0197-C.h1	PH0197-C	1	1	1	155.28	39400	4917	0.508293121	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0198-C.h1	PH0198-C	1	1	1	101.07	39420	4897	0.34036494	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0199-C.h1	PH0199-C	1	1	1	102.29	39360	4957	0.844149483	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0200-C.h1	PH0200-C	1	1	1	51.18	39436	4881	0.206022395	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0206-C.h1	PH0206-C	1	1	1	241.05	39457	4860	0.029697805	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0207-C.h1	PH0207-C	1	1	1	164.26	39374	4943	0.726599756	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0208-C.h1	PH0208-C	1	1	1	98.97	39586	4731	-1.053438963	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0209-C.h1	PH0209-C	1	1	1	187.11	39408	4909	0.441121848	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0210-C.h1	PH0210-C	1	1	1	89.15	39476	4841	-0.129833967	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0211-C.h1	PH0211-C	1	1	0.99	8.58	39916	4401	-3.824253951	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0212-C.h1	PH0212-C	1	1	1	246.4	39377	4940	0.701410529	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0213-C.h1	PH0213-C	1	1	1	115.45	39559	4758	-0.826735919	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0238-C.h1	PH0238-C	1	1	1	64.93	39422	4895	0.323572122	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0239-C.h1	PH0239-C	1	1	1	74.43	39391	4926	0.583860802	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0240-C.h1	PH0240-C	1	1	1	57.47	39376	4941	0.709806938	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0241-C.h1	PH0241-C	1	1	1	51.71	39513	4804	-0.440501102	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0242-C.h1	PH0242-C	1	3	0.02	59.73	39343	4974	0.986888437	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0242-C.h2	PH0242-C	2	3	0.26	59.73	39534	4783	-0.616825692	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0242-C.h3	PH0242-C	3	3	0.72	59.73	39409	4908	0.432725439	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0243-C.h1	PH0243-C	1	1	1	80.47	39434	4883	0.222815213	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0244-C.h1	PH0244-C	1	1	1	80.29	39404	4913	0.474707485	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0245-C.h1	PH0245-C	1	1	1	80.39	39418	4899	0.357157758	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0246-C.h1	PH0246-C	1	1	1	209	39356	4961	0.877735119	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0247-C.h1	PH0247-C	1	1	1	60.41	39430	4887	0.256400849	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0248-C.h1	PH0248-C	1	1	1	45.75	39490	4827	-0.247383694	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0249-C.h1	PH0249-C	1	1	1	53.55	39438	4879	0.189229577	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0250-C.h1	PH0250-C	1	1	0.99	51.33	39402	4915	0.491500303	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0251-C.h1	PH0251-C	1	1	1	62.98	39448	4869	0.105265486	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0252-C.h1	PH0252-C	1	1	0.99	54.85	39408	4909	0.441121848	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0253-C.h1	PH0253-C	1	1	1	31.64	39437	4880	0.197625986	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0274-C.h1	PH0274-C	1	2	0.63	161.31	39494	4823	-0.28096933	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0274-C.h3	PH0274-C	3	2	0.37	161.31	39444	4873	0.138851122	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0283-C.h1	PH0283-C	1	1	1	67.3	39304	5013	1.31434839	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0284-C.h1	PH0284-C	1	1	1	43.36	39459	4858	0.012904987	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0285-C.h1	PH0285-C	1	1	0.99	48.37	39414	4903	0.390743394	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0286-CW.h2	PH0286-CW	2	3	0.14	181.81	39656	4661	-1.641187597	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0286-CW.h3	PH0286-CW	3	3	0.5	181.81	39170	5147	2.439467203	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0286-CW.h4	PH0286-CW	4	3	0.36	181.81	39508	4809	-0.398519057	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0294-C.h1	PH0294-C	1	2	0.82	560.91	39431	4886	0.24800444	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0294-C.h4	PH0294-C	4	2	0.18	560.91	39426	4891	0.289986485	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0297-C.h1	PH0297-C	1	1	1	37.28	39431	4886	0.24800444	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0300-C.h1	PH0300-C	1	1	1	69.6	39437	4880	0.197625986	4856.463035	119.0985329	Cambodia	Pursat	FALSE
PH0302-C.h1	PH0302-C	1	4	0.06	57.67	39936	4381	-3.992182132	4856.463035	119.0985329	Cambodia	Pursat	TRUE
PH0302-C.h2	PH0302-C	2	4	0.24	57.67	39483	4834	-0.188608831	4856.463035	119.0985329	Cambodia	Pursat	FALSE
